ENSG	RNA rpkm.human	Protein ibaq.human	RNA rpkm.chimp	Protein ibaq.chimp
ENSG00000105281	45.9917	58674.5736691343	47.2037	82228.4909236276
ENSG00000187775	1.38011	58616.608490763	0.949437	48860.8629295025
ENSG00000123146	31.3654	58555.5347262039	38.6862	53747.2563390209
ENSG00000198276	9.50349	58532.0221066591	7.32151	41182.3305945692
ENSG00000159921	5.79707	58504.59598363	9.43277	71207.3569145371
ENSG00000158290	14.9865	58430.0174168702	18.8488	50940.6396737526
ENSG00000164190	8.77459	58171.7241640405	11.1451	65638.9588972988
ENSG00000070367	10.9705	58090.6195254398	13.7309	67333.3714201039
ENSG00000113318	5.27329	57968.1394089281	7.55879	31861.6740487744
ENSG00000179387	3.22369	57759.3953305562	4.51759	34849.5872785856
ENSG00000137877	0.074273	57708.1135932273	0.408161	8776.3740070792
ENSG00000143702	2.09683	57597.0551687049	5.03278	27976.8887136134
ENSG00000155657	0.310941	57341.8504950586	0.217624	42958.3003590882
ENSG00000188906	6.07166	57287.3937953266	3.28082	61662.4056882704
ENSG00000120963	14.4062	56895.1318813745	7.77249	460279.597443692
ENSG00000076108	13.89	56883.2642070348	33.2389	42527.8298041701
ENSG00000145996	5.01641	56840.4581644951	9.35604	46155.1673861094
ENSG00000143493	10.346	56816.0799692903	10.621	89242.8036992375
ENSG00000176454	15.8134	56596.5704811017	21.7257	49190.2988169743
ENSG00000165494	10.8271	55848.6962592849	9.83201	43992.9717230046
ENSG00000184613	0.00601752	55815.1367289386	0.0126418	78073.0112667404
ENSG00000169609	4.70403	55756.2062269672	6.38962	59341.5549349463
ENSG00000157916	37.4849	55605.3323926242	36.8396	46711.4226869094
ENSG00000064012	4.75863	55517.594628044	17.3203	271207.515622515
ENSG00000048392	15.804	55028.3755034335	35.4736	91477.6628046239
ENSG00000067596	11.5995	54702.5725138571	14.2167	49317.9485065224
ENSG00000071794	15.9518	54648.3997121219	11.6151	28774.9945298458
ENSG00000074696	7.19546	54535.8226942831	16.2286	95824.0576246884
ENSG00000213079	8.33037	54505.5010299379	12.6061	68400.0151976343
ENSG00000168264	34.5417	54297.1390162733	37.02	89605.4392840435
ENSG00000132294	12.148	54087.2069104477	13.8749	34599.4370598006
ENSG00000151176	3.65275	53999.2215875383	4.17504	31596.1704372261
ENSG00000034152	15.9753	53754.0969782157	15.4942	92029.4482569814
ENSG00000141526	28.1532	53648.5727851946	42.6456	9513.1414547535
ENSG00000078674	28.9972	53529.2701740777	28.5873	50843.9694372217
ENSG00000135439	3.95466	53395.1624826321	5.70913	284650.135339318
ENSG00000138190	1.4623	53355.1970228375	2.60111	30318.3610043926
ENSG00000145725	9.29237	53336.9907121516	10.6977	36462.1940662496
ENSG00000083799	19.216	53331.9806287431	17.3322	109534.610151106
ENSG00000083223	15.9624	53038.1336880107	10.6813	86427.1749105516
ENSG00000136068	4.06646	52700.9501645754	12.3331	391594.28187483
ENSG00000169189	35.8509	52614.8913618256	30.2816	78888.300308886
ENSG00000129250	16.1502	52505.9598268882	34.3991	46036.5727727847
ENSG00000148396	7.05791	51818.5724075226	15.688	101577.67593432
ENSG00000147202	2.21385	51709.4023347276	5.33396	49913.1375194831
ENSG00000138375	7.89685	51699.8583832014	12.1953	40196.4251522586
ENSG00000116641	2.82388	51505.9437413594	3.87772	88507.8070679941
ENSG00000102967	5.27779	51244.8068017505	6.12959	43773.3042125041
ENSG00000162298	15.2022	51233.8289153173	23.4263	107750.021981857
ENSG00000005100	5.78269	51160.8960180517	8.11673	58717.7304111939
ENSG00000188994	15.4273	50870.6737555847	24.4232	4794.254017499
ENSG00000067369	6.49772	50812.0551362912	11.778	76636.939164806
ENSG00000166275	6.32817	50733.9463685326	4.30525	210556.717319653
ENSG00000160294	11.4518	50693.0303671209	15.1064	34534.5421829376
ENSG00000088387	0.740109	50532.1147572708	5.40337	254923.284042119
ENSG00000198382	22.2868	50270.2186413262	24.8471	39433.9520539259
ENSG00000119720	2.77383	50093.005551648	3.74438	23078.3347157153
ENSG00000121058	3.93694	49942.0923852416	5.47164	49425.1506231601
ENSG00000167257	4.29076	49806.2447446588	6.08631	43686.2385725476
ENSG00000180182	8.45174	49766.0792476572	13.653	89572.9161542859
ENSG00000112210	1.67553	49301.4649499195	3.72151	68353.8734591423
ENSG00000117385	8.40692	48803.7390673528	9.79014	6989.7200836768
ENSG00000149262	10.8355	48454.938183301	11.4303	57112.2319717121
ENSG00000185246	15.2991	48411.3584032198	16.8651	96042.150165656
ENSG00000063601	5.40735	48271.1358509597	5.35052	78327.7734085426
ENSG00000126001	7.75569	48103.6313774341	6.41846	3599.4799314329
ENSG00000135632	7.60884	48003.274698172	8.55626	44692.9061211816
ENSG00000004766	2.96638	47618.5162136051	2.98761	40591.8944588856
ENSG00000170471	3.29564	47541.2825446225	6.47058	70590.6728682687
ENSG00000168234	7.5063	47483.4585850146	15.7636	1087202.58812375
ENSG00000144959	2.17254	47283.5557435602	2.58003	159556.973975202
ENSG00000198793	5.41245	47123.7260796032	8.84786	48139.3268533777
ENSG00000172113	5.33292	47070.2181621065	6.12148	55455.3205240582
ENSG00000138592	3.45092	46904.2790332774	6.70066	65498.57459316
ENSG00000123684	7.86107	46714.5022393407	5.03485	28410.491702282
ENSG00000133318	2.12939	46491.4750196682	3.00745	76832.2314749516
ENSG00000103197	5.285	46113.4984610571	6.54308	68316.5097326587
ENSG00000107669	5.71374	46042.1447225376	6.73831	29670.2647185209
ENSG00000085365	6.53948	45932.654846039	3.72919	20941.1141561991
ENSG00000149782	2.95428	45900.2873719237	5.31646	31623.7833103101
ENSG00000099899	13.4604	45831.3570059355	13.9998	69839.1847518968
ENSG00000014919	19.7969	45696.4123135819	23.3612	37791.4845291726
ENSG00000166557	29.1405	45684.4829549127	49.7391	29576.0075579622
ENSG00000104231	14.1859	45617.412277489	5.97931	30764.9826671075
ENSG00000115355	9.52003	45337.3259376176	10.823	29302.739117672
ENSG00000167258	11.996	44760.8172306658	13.7154	63718.8460554216
ENSG00000165661	7.62178	44417.8460428997	11.3278	26818.5999197847
ENSG00000146842	6.34492	44367.6064877947	7.989	93450.3706618722
ENSG00000185122	11.5248	43571.0756884422	15.3743	19421.2890745297
ENSG00000130699	5.08553	43496.8934736335	5.77997	14892.6289255341
ENSG00000115970	3.76976	43454.7730616985	6.63111	98411.2562635961
ENSG00000147251	5.84091	43205.1723777996	14.0845	117294.428262461
ENSG00000115902	38.0265	43149.2520040273	65.957	85117.1349619174
ENSG00000130749	12.7916	43112.1439930606	13.1978	66812.8459255157
ENSG00000115760	10.5417	42938.3224119133	12.6777	44025.1472565293
ENSG00000130787	2.33667	42889.4265464742	8.41281	217726.255972042
ENSG00000136848	0.116821	42810.6398947658	0.0804991	19051.6066981937
ENSG00000108443	4.50774	42731.308905934	9.13686	32231.0461048847
ENSG00000126458	4.9544	42695.8478317447	17.1536	145366.494775469
ENSG00000145216	5.68374	42656.4663353879	7.9426	38329.296730321
ENSG00000157593	17.4067	42559.2594439257	17.4663	24858.9724063594
ENSG00000054654	7.81587	41680.8165998287	2.5406	34147.2670362133
ENSG00000105705	8.67822	41666.2695765858	8.89307	77514.0466255227
ENSG00000153107	4.17521	41542.6396938728	10.0913	49280.6242259098
ENSG00000104643	3.16507	41000.62134299	11.2559	116289.467919531
ENSG00000155636	4.90965	40927.174245105	5.3215	43440.7113909805
ENSG00000109920	25.7769	40914.6246704816	29.1446	62798.0919561358
ENSG00000105854	3.2065	40893.3518265064	14.0943	144066.44848708
ENSG00000065809	47.7879	40656.787717699	63.4185	587190.255483346
ENSG00000197969	5.0887	40645.8397130851	5.40813	14449.3854911582
ENSG00000167447	8.27469	40522.2358689672	10.2086	31606.1461641862
ENSG00000143393	12.2341	40231.9180113689	18.6192	10145.8232716824
ENSG00000128731	5.05497	40207.2894704017	9.67838	184699.445809625
ENSG00000129675	3.39341	40003.239669745	12.5852	33274.3002834503
ENSG00000100241	11.4116	39985.7412989503	22.5194	90305.884030978
ENSG00000092098	17.3831	39908.0424083002	13.8296	50763.8909982333
ENSG00000169217	17.2667	39893.9609904581	26.6078	161731.115603211
ENSG00000126858	11.1757	39820.0968215251	14.3376	161720.666407488
ENSG00000183323	2.79836	39640.5213882063	3.12431	168380.61993213
ENSG00000182185	2.3032	39612.9631358312	3.75446	42855.8823911766
ENSG00000174607	0.568799	39494.5069081709	0.0614783	58436.2020135579
ENSG00000080345	8.09629	39389.5827407141	10.0753	64992.8495329376
ENSG00000198060	14.5657	39130.7236975227	18.3713	38631.0916955635
ENSG00000188229	64.0533	39010.0259425582	101.101	103182.540270913
ENSG00000122299	32.5789	38967.68328932	67.4233	43697.8235399806
ENSG00000059758	13.1652	38794.4707187134	14.2761	98969.7537358962
ENSG00000133056	4.4447	38728.9142320698	12.9437	38990.5002443698
ENSG00000135968	7.09883	38705.9907351979	12.9251	42828.353166048
ENSG00000012660	13.781	38577.499759224	21.9238	33395.5924753989
ENSG00000157181	5.52994	38531.5819509891	8.44011	39600.395713286
ENSG00000117724	23.8781	38231.5796970674	28.0313	13636.3760565675
ENSG00000161920	12.2112	38173.7195372476	10.4257	49974.2635192054
ENSG00000172943	3.82513	38084.2579462604	7.37517	44056.6236234821
ENSG00000100478	0.641827	37877.6831954349	0.475031	37186.0511987735
ENSG00000068724	13.7048	37843.4722903993	12.4446	16681.1903488406
ENSG00000141068	13.2374	37750.9856877978	14.0491	13547.2951784833
ENSG00000085224	12.1626	37729.9087278814	11.6531	12658.8339668778
ENSG00000126012	11.2147	37598.4465877215	17.712	33111.8714390005
ENSG00000132465	479.674	37443.7474926084	196.341	794968.834432119
ENSG00000173575	8.88394	37207.4570702689	13.0564	32792.6376124953
ENSG00000203485	5.8785	37173.0615502639	4.85001	22968.0609226258
ENSG00000241973	5.10027	37082.4400654121	6.86477	39152.4595302087
ENSG00000147526	33.3083	36789.730085437	33.7468	82804.2842561678
ENSG00000164329	17.8908	36286.0928473466	12.5484	14986.1590357856
ENSG00000156675	7.64237	36065.4159812499	15.9383	372831.028085013
ENSG00000102218	3.05772	36022.9899336001	5.64802	42553.7064539312
ENSG00000197858	12.8263	36021.8937118116	12.9997	80466.9795778949
ENSG00000167799	8.55537	35563.6204753577	19.4121	113412.313866483
ENSG00000091157	2.48265	35496.1046074505	6.70285	29896.9407759504
ENSG00000117143	8.6366	35217.2567209585	12.7442	66969.4082506207
ENSG00000163104	8.53352	35136.1907723227	8.76116	45273.401856336
ENSG00000059588	9.957	35127.6636916074	8.4026	12039.6941429685
ENSG00000158435	39.0261	35074.5450464771	34.2917	72710.3905848523
ENSG00000143748	5.09637	35018.4394118414	10.5173	82769.1760961922
ENSG00000102226	8.76654	35000.2491942065	12.0055	21458.217095536
ENSG00000213246	38.9653	34928.73767671	51.2275	347741.73105735
ENSG00000126461	16.904	34887.1367510205	14.0263	10879.1176769315
ENSG00000170892	12.7192	34798.5571751132	14.2514	29362.7689035242
ENSG00000152944	13.7311	34410.1451662618	20.4794	46849.5025183101
ENSG00000172046	10.4084	34165.822071409	12.8016	54880.6027475532
ENSG00000048028	9.6724	34110.6768298247	10.8827	26450.7308177272
ENSG00000204310	1.55013	33986.6341500911	2.02951	25471.1262744457
ENSG00000083535	7.7774	33940.1689668863	8.20438	28150.7728834368
ENSG00000145241	3.62027	33682.5306589661	3.29378	40007.8258345417
ENSG00000108187	1.37871	33381.0083689088	7.43538	29473.2277652501
ENSG00000111790	7.55103	33307.5032757751	8.45983	46746.8639608341
ENSG00000134851	18.1732	33265.8320021757	16.527	71795.622563253
ENSG00000112697	54.0818	33264.9178436449	59.4235	34077.9371632278
ENSG00000155380	20.8545	33200.8344721754	19.0804	61896.3047618029
ENSG00000090889	4.00801	33056.3202847594	5.06857	34786.4936066006
ENSG00000113811	25.8539	33028.6255590783	14.1126	38038.901833437
ENSG00000132768	21.9034	32920.3677991648	18.9731	142871.134701101
ENSG00000129566	4.67199	32794.7194077248	8.31887	94671.6864417262
ENSG00000167716	4.20759	32686.7361481333	4.0985	49366.9286849296
ENSG00000100109	8.73531	32595.3063732262	13.811	73746.0085967499
ENSG00000100982	14.2949	32274.8919836133	13.6584	84897.9593082368
ENSG00000008838	10.9243	32257.0248907358	15.104	31108.29580188
ENSG00000173120	8.1118	32170.4478580233	14.9245	14574.2053008159
ENSG00000115504	5.48305	32057.9826522927	4.33317	23053.6251452611
ENSG00000160410	34.5877	31984.2975798574	36.4067	30782.6214890325
ENSG00000163875	16.7719	31941.5543440329	14.0189	37807.7603154559
ENSG00000151388	1.55418	31703.4643881903	0.0250618	47626.2204872891
ENSG00000102241	26.009	31618.2740716237	30.9753	72362.2627747565
ENSG00000174442	7.97598	31454.421834092	8.0292	43354.8869592581
ENSG00000130304	1.38623	30875.143529785	2.76424	37926.6582038269
ENSG00000155906	8.41843	30790.3576169844	8.21045	64796.7978065866
ENSG00000115548	11.657	30439.4555853427	20.9523	109073.368522252
ENSG00000079999	14.9341	30021.3177253691	21.5566	78634.2376628204
ENSG00000197535	7.27818	29323.2786370961	15.9616	42242.5126402939
ENSG00000150995	5.71029	29294.3983160703	13.8882	59180.1963175119
ENSG00000100815	3.61163	29273.0741533361	5.02408	3831760.80112871
ENSG00000175221	13.5767	29145.8895237279	17.6055	51428.8191783129
ENSG00000175073	6.23144	28819.6363054383	8.42258	56951.166414279
ENSG00000131503	2.47247	28774.2830343034	2.1107	55630.693451092
ENSG00000128656	0.10824	28648.2103971802	3.66308	1091418.06829359
ENSG00000113790	1.0095	28631.2690504309	2.53292	50110.8388949091
ENSG00000104133	11.4515	28021.5182740578	16.519	32864.0042385105
ENSG00000115368	22.0429	27933.3096392288	23.9951	14949.5228182322
ENSG00000085511	7.87835	27889.2272373018	7.84956	40784.032944963
ENSG00000107789	9.35498	27881.723223423	6.72758	14016.7758184502
ENSG00000134824	30.0133	27548.540913213	61.0141	40041.1293119002
ENSG00000049618	14.9209	27391.1128542257	6.58431	5745.09843405
ENSG00000151503	10.0761	27339.0004796757	13.8033	35993.5300233389
ENSG00000160401	0.349767	27329.7800023847	0.240793	34284.032544149
ENSG00000159079	11.9346	27255.8223071727	8.65246	14830.4333766094
ENSG00000172869	8.15759	27251.2081148811	5.71601	24305.6903562836
ENSG00000132005	1.90314	27211.1097538351	2.0148	43327.7038884003
ENSG00000162302	6.28701	27084.5841845881	9.494	25920.2846312165
ENSG00000131375	4.99693	26808.5039741261	12.7321	27681.0621812915
ENSG00000102032	2.51141	26788.1763991436	1.16644	70538.1260181507
ENSG00000146909	3.50937	26682.7104694085	5.72034	13897.7253108373
ENSG00000183495	4.24805	26573.1168350634	7.06145	22124.3143136041
ENSG00000143093	0.877605	26419.1407640866	1.14589	86318.9326865332
ENSG00000108506	6.57595	26351.465686679	9.39545	25123.2915443844
ENSG00000099219	7.40007	26243.6383089272	4.94637	8039.115205857
ENSG00000160703	4.90129	25790.9089055008	7.22869	47221.0478463879
ENSG00000011007	13.3821	25464.0543588953	19.628	184027.496460333
ENSG00000198952	19.7533	25207.219910812	26.0689	16342.371553464
ENSG00000204852	1.88174	24761.697193398	4.53532	20176.2467102733
ENSG00000110651	78.3736	24613.666816026	96.812	32909.2278987496
ENSG00000124406	16.9359	24600.3805603095	11.9912	21283.6010206761
ENSG00000102786	4.94236	24504.4137199833	4.22492	31140.2966503314
ENSG00000067167	28.583	24074.2757489151	43.1532	43553.0125004641
ENSG00000058804	15.8213	23971.9439875329	12.5487	9530.8912086273
ENSG00000156256	23.5609	23601.9466416099	28.1861	12808.7423275764
ENSG00000111711	17.0801	23190.2754336968	28.9871	50445.9144930129
ENSG00000134444	6.90832	23166.7305625477	5.64919	6913.1564004794
ENSG00000038002	4.2015	23141.4660185978	6.75491	87916.96312204
ENSG00000089094	10.1474	23085.5866076524	16.617	37570.8306116737
ENSG00000164068	2.63205	22842.6518992965	3.39506	6974.2447362624
ENSG00000130939	8.36547	22647.8918184793	10.9943	89729.4972979014
ENSG00000092148	11.0072	22286.1705183996	16.8513	57002.5036067197
ENSG00000204231	11.6438	22254.360429003	15.3416	10636.6362945383
ENSG00000139292	0.0118313	22113.7884265004	0.0055283	17366.64560115
ENSG00000136451	7.01112	22032.9667169412	7.1168	10618.1351200212
ENSG00000152818	3.69846	22007.0471726772	7.69573	19810.7251507671
ENSG00000011405	5.64591	21378.0087973305	7.8493	15236.5393058479
ENSG00000148606	4.96372	21362.9199098341	5.94059	52097.5170878429
ENSG00000171634	10.9154	21122.498900692	15.9022	19495.6939232546
ENSG00000035681	11.0205	21057.7501461712	12.8225	21723.1145034115
ENSG00000189079	3.18049	20837.4120962803	4.9783	44341.211655279
ENSG00000120868	3.46848	20791.3379670429	10.5664	49033.2894716453
ENSG00000154237	8.92988	20599.932413053	5.35289	1259.8298062531
ENSG00000000457	8.31236	20451.9215948269	9.793	17384.454582327
ENSG00000127586	9.18554	20435.630287496	5.27577	50318.0896062417
ENSG00000129680	3.43724	20428.8732419892	5.72073	45473.2863144548
ENSG00000144674	9.22219	20398.2725616656	14.9105	30978.1483486293
ENSG00000121741	15.4631	19872.9110403788	17.6175	15641.0330108583
ENSG00000125485	3.01214	19816.1316037808	2.93861	34610.5771148587
ENSG00000178028	9.41629	19802.947517837	8.28235	18220.2651458885
ENSG00000116688	20.6119	19730.6748238954	27.8182	85039.1876672721
ENSG00000055917	32.0385	19292.6305392504	34.4787	10651.8742644904
ENSG00000140521	9.91192	19153.3461697907	19.1631	53148.8499454233
ENSG00000124151	27.1866	19091.2437723006	43.7545	5412.6632353491
ENSG00000156931	2.93819	19074.925276718	5.12194	30209.1280833179
ENSG00000103657	5.56227	18819.4432084293	11.7938	17925745.0665738
ENSG00000141564	2.82782	18813.9691516233	4.76502	24544.0987042234
ENSG00000044446	4.20402	18680.1685836386	5.55465	33465.5677996805
ENSG00000013503	1.59577	18495.3859253939	2.14661	28614.134332085
ENSG00000143669	1.91916	18475.8062817348	10.4549	45174.2448320663
ENSG00000182670	2.40288	18303.7775269066	3.57521	14869.0227405818
ENSG00000048649	7.79876	18127.2664168226	13.5161	34514.7471233839
ENSG00000086102	10.9576	18110.7796285874	11.8825	34836.6816525778
ENSG00000185344	5.76732	17542.1733054235	6.9422	7657.177972513
ENSG00000160917	14.5119	17174.1885896741	16.1173	16217.5594137144
ENSG00000178104	1.29153	17074.2642699393	3.95592	11122.1117031726
ENSG00000198000	7.02689	16934.7430567632	7.05807	24440.680766042
ENSG00000115464	7.35912	16830.1242282264	11.6769	24428.6887161684
ENSG00000198925	3.78436	16814.6840867201	7.93542	31603.3721609329
ENSG00000070366	6.70822	16669.5421357288	14.1686	24379.9640017243
ENSG00000153933	2.39189	16500.9275149853	6.79952	12176.546541559
ENSG00000177084	6.41256	16427.1117476705	4.81243	97508.6760864302
ENSG00000066279	10.446	15889.1163961734	13.7987	42106.9145541704
ENSG00000085788	11.3406	15869.6880120281	14.2659	4719.3741964842
ENSG00000167962	11.4151	15845.0621292324	17.4832	91318.7722769696
